nbJobs = 80;
nbMchs = 80;

//TIEMPOS DE PROCESO 80x80-09

OpDurations = [
[90,88,85,32,66,89,94,64,79,92,3,90,93,64,34,98,96,98,38,36,96,50,69,36,59,37,58,42,44,12,11,4,42,36,92,47,46,37,11,75,78,81,80,47,46,67,48,73,94,56,83,3,74,56,61,16,26,36,75,93,86,75,91,71,76,43,3,24,77,13,3,62,33,38,89,83,58,76,42,38]
[63,30,65,55,78,14,47,56,74,6,72,59,66,64,91,95,70,5,41,37,76,7,67,5,27,74,4,96,12,51,52,98,67,83,62,35,75,81,34,61,72,96,27,28,14,76,60,54,12,78,83,38,94,82,69,40,59,9,80,27,39,70,24,93,36,94,86,72,95,23,17,74,58,55,56,18,22,57,1,14]
[39,41,14,13,37,84,28,66,39,52,71,39,90,3,65,24,72,7,29,69,90,77,79,57,15,83,15,37,84,32,65,56,31,77,76,5,10,18,95,35,46,45,30,93,51,85,21,17,46,54,57,90,97,62,97,65,21,73,76,89,36,55,50,19,14,60,52,15,94,88,77,20,25,29,81,5,32,84,7,61]
[35,46,72,83,70,97,87,81,40,35,89,25,10,24,88,35,95,55,17,46,90,36,57,47,45,51,10,99,12,77,95,82,74,4,25,7,23,59,35,46,68,1,21,11,2,23,36,88,18,32,30,43,63,19,50,45,13,99,76,58,64,12,23,77,51,57,79,61,38,32,99,49,16,28,89,73,58,47,56,45]
[51,78,22,74,54,99,67,25,20,84,75,49,18,69,65,8,98,24,46,74,82,17,71,19,67,71,66,66,70,27,83,24,94,23,77,90,18,64,15,75,53,41,25,59,9,36,36,39,60,12,68,63,6,41,13,80,64,54,63,65,77,53,2,39,23,95,51,53,96,54,90,16,57,83,74,8,79,50,52,34]
[13,12,55,29,10,93,64,87,68,17,8,45,1,2,6,71,40,55,61,17,43,39,17,47,36,78,68,64,41,69,24,11,92,40,89,76,42,86,21,46,28,46,98,45,63,35,60,31,67,63,15,93,68,80,90,56,20,57,14,40,10,19,7,40,81,34,80,36,39,30,71,5,66,3,33,29,52,51,52,23]
[64,42,21,73,33,68,50,30,73,79,5,90,90,50,77,9,57,21,70,8,87,57,20,34,38,28,37,45,73,58,32,18,62,72,29,12,91,16,56,15,52,7,63,93,47,87,76,27,51,38,15,24,51,30,60,77,20,30,49,47,30,25,68,39,29,64,51,88,47,41,4,92,26,28,25,28,7,74,77,99]
[59,18,1,18,11,99,43,89,72,58,17,58,12,52,74,30,66,67,20,28,61,20,45,87,30,17,34,33,51,24,11,38,23,27,39,33,64,83,82,33,24,73,53,64,87,13,39,48,17,87,29,87,6,97,37,16,90,18,5,84,60,57,38,45,10,69,88,14,34,52,68,89,44,83,81,59,37,34,60,50]
[13,89,87,17,41,93,5,38,76,80,77,26,20,51,42,32,48,57,80,45,62,54,3,11,20,83,64,28,63,16,56,79,45,46,93,75,45,63,23,69,24,15,36,16,4,68,2,8,48,24,45,86,85,58,58,81,40,65,16,75,39,11,86,70,56,73,98,18,66,42,23,93,2,88,48,66,91,1,83,11]
[95,17,46,38,1,9,62,30,68,23,91,77,75,49,54,42,54,72,87,57,25,55,21,25,26,63,22,61,83,96,81,98,30,34,31,4,23,21,68,52,23,43,60,6,61,3,18,8,72,8,59,76,52,96,49,84,22,56,26,73,57,1,12,91,72,31,76,2,31,85,5,84,60,68,63,67,75,7,84,77]
[24,61,26,26,67,4,27,21,61,45,8,71,93,76,43,70,64,86,54,52,95,1,76,72,57,63,51,97,61,28,98,66,12,31,10,61,83,71,39,41,10,9,73,15,62,34,72,29,63,26,80,14,98,33,48,10,91,50,5,86,41,69,42,27,43,7,40,81,70,65,42,87,58,88,74,54,79,56,51,76]
[5,99,7,22,51,81,93,67,22,44,30,59,40,45,3,49,87,81,81,4,34,91,78,33,91,11,48,95,26,24,49,95,64,42,84,40,80,86,10,81,76,53,55,86,17,69,52,90,41,68,44,15,54,51,23,13,13,19,72,91,12,27,63,64,75,59,66,46,17,56,9,47,35,92,83,41,13,35,29,10]
[36,4,15,2,44,55,33,70,12,55,64,88,32,95,80,6,29,5,72,7,69,98,74,66,13,54,51,91,14,97,87,92,60,4,85,29,63,23,47,57,91,70,8,94,69,95,65,26,63,3,32,99,91,1,84,94,55,78,53,47,26,37,71,84,10,91,98,86,52,44,64,36,39,80,10,20,61,61,21,79]
[90,27,41,20,21,15,15,44,10,19,50,35,56,59,57,36,73,49,3,20,20,29,71,29,50,44,88,16,26,96,64,99,55,59,27,30,30,66,99,92,25,57,76,19,27,33,10,38,24,91,92,4,65,3,81,87,8,76,3,3,67,80,66,79,12,80,24,19,37,2,67,46,38,50,2,62,73,92,24,76]
[61,32,84,3,24,7,90,91,9,10,98,96,31,82,28,15,21,44,36,56,42,35,50,99,57,25,97,42,87,78,62,78,58,63,72,81,86,42,58,89,38,86,8,20,20,50,8,81,2,4,53,99,10,36,55,66,62,80,75,75,46,26,91,67,41,56,24,93,7,14,96,45,97,71,53,96,88,28,81,94]
[54,92,6,92,72,29,6,88,86,58,8,26,73,3,1,24,5,64,41,29,98,16,91,26,83,20,4,60,80,48,56,96,80,71,94,81,5,20,56,25,7,16,35,22,4,88,31,45,32,30,70,33,30,25,44,30,22,68,65,30,53,22,36,11,52,42,77,59,97,52,84,24,45,71,49,27,65,23,90,12]
[66,15,85,88,82,32,9,23,39,64,84,99,40,42,7,47,84,3,97,16,6,69,28,65,58,33,65,55,72,67,58,60,82,33,2,62,38,71,91,9,99,34,5,92,95,72,94,65,53,83,93,11,2,14,23,90,27,34,70,16,28,47,98,57,4,91,79,33,1,17,26,50,85,74,34,36,94,33,47,89]
[27,28,30,56,99,41,80,7,55,20,50,19,58,21,57,72,40,50,54,56,65,36,95,77,34,1,69,7,3,90,80,64,29,43,32,26,86,64,60,75,63,51,16,97,30,5,51,70,41,80,48,29,17,42,62,68,14,5,29,75,92,48,37,90,18,2,33,68,21,13,92,65,87,72,89,97,11,41,66,87]
[86,43,12,93,78,91,27,30,58,66,33,41,45,13,35,95,13,17,10,51,37,11,87,3,72,74,85,85,19,26,34,21,5,75,60,29,78,81,93,16,59,90,8,60,97,93,13,56,14,64,53,1,35,4,92,88,72,41,78,17,4,61,7,31,1,79,26,91,84,90,70,82,97,86,27,62,70,66,57,92]
[87,67,17,87,40,65,46,5,50,78,31,24,34,83,40,34,27,37,4,31,43,28,68,57,23,78,80,57,40,54,54,94,36,55,2,96,83,70,74,82,71,27,33,77,90,14,52,4,78,8,14,77,85,12,48,43,8,44,78,45,83,99,90,25,31,57,15,35,38,51,77,65,12,71,3,54,85,74,83,74]
[96,80,74,79,50,67,61,66,18,12,92,90,90,36,5,52,32,79,75,56,69,16,69,50,55,19,71,69,91,43,63,55,22,83,70,24,68,50,19,26,60,55,8,32,32,53,70,53,85,36,82,80,52,56,9,91,90,74,60,42,71,59,45,42,53,42,39,14,54,87,88,87,70,62,37,28,94,65,39,76]
[82,23,32,59,94,91,71,4,21,94,28,4,42,72,67,29,47,40,62,19,69,56,97,16,59,17,48,44,78,79,13,29,8,82,7,34,40,37,18,40,66,33,11,45,41,44,79,40,38,69,51,77,96,51,62,10,88,13,21,5,55,45,73,54,62,4,3,24,57,98,11,27,61,64,33,12,96,1,82,42]
[72,21,58,94,70,29,42,93,32,24,52,38,1,23,47,36,48,94,29,26,18,76,15,13,71,96,15,34,31,19,61,85,92,68,89,64,35,8,4,20,54,85,71,23,69,36,29,75,57,5,61,25,76,96,65,66,84,67,42,98,61,75,99,27,25,59,9,7,50,59,2,6,57,26,12,15,57,31,22,2]
[92,22,39,39,18,80,99,74,29,26,37,67,19,35,5,74,7,23,75,26,22,60,97,95,80,28,98,72,6,21,57,60,19,20,42,55,4,8,51,3,72,9,4,31,93,92,10,20,29,91,71,64,88,19,80,67,41,29,64,74,87,40,31,34,41,59,12,6,9,38,47,42,41,77,47,8,58,53,93,88]
[18,25,34,18,27,83,13,43,24,45,17,20,41,92,98,33,84,74,18,44,39,13,26,41,12,66,92,84,52,68,75,90,23,45,7,3,13,3,92,51,45,53,16,32,77,90,12,33,45,82,13,45,49,25,68,5,38,4,66,96,38,18,8,62,58,87,89,12,12,89,47,99,33,79,98,41,42,4,1,55]
[23,90,8,23,33,70,71,80,46,24,76,47,91,39,74,34,36,55,95,14,8,25,31,92,78,50,34,73,56,97,90,31,6,37,36,54,15,54,97,18,61,48,66,76,8,98,63,86,56,91,24,39,70,51,50,66,48,47,95,9,99,68,82,82,62,2,52,34,25,99,11,11,5,73,50,58,4,27,60,10]
[7,52,26,22,62,47,9,57,14,41,85,60,71,83,61,94,90,77,97,40,57,86,46,22,19,37,29,57,50,73,15,82,84,92,91,1,84,54,72,6,68,15,84,20,9,7,55,5,42,4,27,8,30,13,87,73,67,58,1,8,11,48,7,26,61,73,27,11,66,90,47,69,71,48,26,98,77,40,39,77]
[34,56,80,26,15,77,90,30,64,75,37,43,95,66,14,2,55,59,64,11,73,28,82,90,50,34,5,80,8,42,79,13,26,89,22,61,77,85,81,58,78,62,47,77,24,76,72,74,38,48,48,6,77,57,1,70,54,29,31,35,13,61,37,17,71,62,29,75,81,81,28,57,51,43,28,4,3,24,17,1]
[70,87,51,11,51,5,24,87,62,29,99,50,54,51,89,25,60,92,45,78,2,95,77,74,17,67,94,50,25,52,39,20,55,24,89,98,5,39,51,37,24,96,94,28,89,5,23,82,17,7,89,92,16,16,69,99,15,85,90,85,66,66,23,38,23,46,40,7,62,36,24,5,85,15,40,7,62,60,52,64]
[91,12,11,19,83,94,2,40,13,28,79,42,14,39,83,34,42,44,81,19,74,41,36,59,28,75,57,42,67,25,96,75,11,63,13,53,18,53,90,68,22,21,24,97,95,58,93,50,43,76,16,90,64,64,50,86,80,3,84,99,80,91,87,74,23,70,36,79,39,41,75,50,17,40,39,3,18,35,11,91]
[3,59,24,73,25,90,36,45,82,9,97,24,49,43,39,80,98,62,86,6,25,82,20,62,57,12,31,25,35,49,97,50,98,43,10,75,40,34,30,53,82,3,91,20,37,69,36,5,25,31,31,12,48,78,50,74,12,17,25,67,16,43,30,96,49,23,61,14,57,71,10,2,3,9,68,98,49,68,99,64]
[69,15,41,5,92,9,96,13,74,82,62,98,32,66,15,5,37,39,11,8,86,60,98,95,56,33,81,38,5,55,68,28,3,58,4,94,64,68,77,13,89,43,93,47,52,66,81,70,76,5,14,67,45,12,74,39,85,71,88,27,89,64,38,25,37,17,79,97,95,14,63,45,79,99,34,22,58,32,90,31]
[97,33,20,20,37,46,16,22,6,36,51,92,52,53,51,13,95,36,32,36,33,55,23,11,61,63,27,77,69,76,18,94,72,75,62,21,76,29,46,58,32,33,72,30,75,91,15,87,88,78,87,73,4,48,11,30,77,79,63,35,78,71,41,71,45,74,51,29,39,52,23,43,26,64,39,17,14,60,75,58]
[49,24,88,48,93,19,52,4,22,35,3,16,10,28,28,96,3,22,75,37,61,25,21,44,33,73,27,28,83,56,32,63,56,15,66,46,87,4,75,49,62,61,70,44,76,29,2,90,76,34,2,85,77,6,55,22,11,18,26,27,28,60,2,54,23,75,2,60,19,28,39,28,77,16,27,79,65,6,22,82]
[40,31,97,34,83,22,11,61,92,80,85,64,31,48,21,32,63,85,24,95,86,94,92,34,68,36,35,88,21,64,37,58,70,20,44,91,56,69,95,64,3,17,16,52,18,65,94,22,48,6,77,78,93,92,46,77,4,10,97,58,60,51,55,22,17,12,70,25,98,61,24,45,22,44,92,53,85,13,93,14]
[7,79,35,65,24,38,83,37,45,1,90,60,84,81,86,39,84,18,90,33,24,67,92,65,4,46,32,26,30,29,82,71,42,91,74,7,65,28,47,2,71,69,48,42,11,8,5,98,70,79,30,79,88,31,8,92,50,30,47,97,15,68,18,52,91,62,18,87,66,30,9,76,17,88,76,78,19,25,75,71]
[99,95,94,98,48,36,10,95,24,22,90,9,12,81,64,37,73,47,12,12,28,84,90,77,4,25,5,36,9,42,2,80,5,68,16,63,63,72,24,65,19,75,83,45,3,83,72,64,19,51,83,86,45,25,68,6,69,35,45,11,73,95,59,68,24,53,17,22,42,54,41,53,90,40,9,79,44,33,90,51]
[63,37,44,34,65,35,37,94,6,99,22,86,77,3,11,66,20,18,78,6,14,21,93,63,11,47,16,88,1,94,28,49,24,65,39,12,14,22,43,45,86,1,94,40,65,62,40,81,38,22,20,92,49,5,77,48,5,46,70,69,29,18,65,65,54,29,82,56,30,98,9,26,16,33,51,93,59,21,52,71]
[78,95,83,41,11,81,72,46,17,56,24,41,39,87,95,32,60,8,16,33,65,24,90,68,50,37,87,95,97,70,2,24,97,25,29,98,55,83,99,51,39,76,31,44,16,96,25,25,17,21,57,16,96,21,37,30,42,91,73,53,64,87,83,61,38,70,21,67,57,89,86,95,82,9,83,31,91,9,12,56]
[33,10,77,72,1,51,97,32,78,10,92,11,37,43,34,15,80,63,43,37,82,84,53,85,2,34,90,37,95,5,44,95,16,96,47,72,41,97,15,97,14,6,69,48,64,45,31,40,20,44,9,89,93,94,21,39,76,11,68,64,66,50,79,52,92,9,50,7,32,77,72,47,18,64,81,54,27,20,70,5]
[78,79,83,64,98,97,48,71,34,21,97,30,18,41,3,32,17,39,33,23,86,66,27,76,6,69,44,3,42,63,61,94,31,23,3,93,41,97,57,8,29,33,75,35,78,63,60,16,58,97,31,91,59,54,96,22,90,49,88,1,61,26,94,30,60,51,10,99,11,82,23,16,68,26,25,95,88,29,7,16]
[50,97,35,66,83,23,26,4,10,78,9,65,83,43,17,68,40,43,99,66,15,48,46,71,98,17,18,88,58,36,20,73,22,13,23,69,78,46,19,37,81,84,4,45,3,22,97,29,51,43,63,71,76,90,58,58,29,52,58,74,95,5,49,14,17,95,60,10,60,7,43,32,40,31,93,75,26,72,90,7]
[5,53,42,85,69,83,52,91,20,22,62,18,96,17,13,66,69,60,30,90,41,46,1,73,83,84,23,85,56,82,80,99,6,16,89,32,94,23,27,65,1,4,91,4,92,64,31,11,60,5,45,54,5,29,71,71,14,70,38,39,47,47,50,41,39,29,37,31,97,26,40,43,69,48,14,35,67,81,22,14]
[67,21,3,23,78,30,20,97,86,18,52,29,89,35,5,19,82,60,77,94,20,49,7,65,14,7,6,20,36,73,21,86,65,43,7,86,4,51,81,1,59,78,99,90,18,20,27,27,39,63,40,82,87,17,93,89,99,79,61,72,78,61,57,9,15,76,33,72,63,55,10,93,28,40,55,79,4,41,98,94]
[7,20,83,49,47,80,45,58,11,9,58,71,58,3,76,28,27,54,67,58,34,16,94,26,86,21,49,76,95,23,35,33,59,81,88,31,24,9,22,96,23,1,51,45,77,19,90,65,7,2,90,88,13,14,58,37,70,54,53,45,47,37,5,84,65,22,69,12,36,76,66,39,52,94,82,16,13,26,2,23]
[61,10,24,3,10,24,9,80,6,46,72,16,68,15,50,73,29,16,79,59,36,10,80,91,34,48,43,56,14,59,45,13,87,9,29,96,71,48,63,32,62,33,80,22,94,12,94,59,54,94,27,19,90,19,27,7,66,78,53,41,52,82,77,65,58,75,69,86,53,62,60,78,95,22,69,81,55,3,47,97]
[35,44,7,76,4,81,54,98,97,23,81,63,46,14,38,60,35,23,24,91,9,88,16,84,12,94,69,5,65,50,8,5,79,1,23,92,78,27,31,95,60,39,96,71,52,50,13,41,8,30,57,37,49,87,61,33,14,35,58,56,39,95,63,26,44,52,38,92,7,66,1,95,67,43,44,74,1,63,76,75]
[80,38,59,72,97,71,56,46,48,9,25,58,90,17,69,99,9,58,6,33,14,20,81,80,60,86,60,70,15,22,67,51,44,20,22,3,31,51,57,93,72,42,63,27,78,17,38,39,67,70,42,35,28,90,32,34,83,52,22,22,77,1,94,54,21,87,88,40,15,84,70,76,98,79,2,53,37,82,29,9]
[56,75,70,73,89,37,1,7,42,11,18,57,80,79,17,82,75,78,49,68,17,78,60,73,53,47,40,29,44,65,93,8,92,37,86,46,2,99,41,6,85,78,65,54,10,61,37,10,30,93,10,30,16,76,38,93,34,62,64,17,76,23,75,59,51,60,51,89,33,7,83,96,59,54,40,12,24,56,66,30]
