nbJobs = 50;
nbMchs = 50;

//TIEMPOS DE PROCESO 50x50-08

OpDurations = [
[20,42,97,98,4,81,7,60,75,94,30,21,15,8,48,44,63,89,40,40,94,81,54,64,52,89,3,57,2,47,93,81,17,37,14,40,52,42,90,24,80,32,4,95,51,63,11,54,40,58]
[11,47,65,44,24,88,81,28,76,24,50,9,82,35,37,65,94,66,76,40,47,14,72,32,75,14,32,84,76,23,28,16,53,93,88,48,53,21,76,13,6,30,51,36,64,95,48,25,38,91]
[82,76,99,62,96,41,60,1,81,39,79,77,1,53,80,8,24,24,34,19,47,18,22,19,31,24,89,87,45,54,33,82,96,35,96,46,60,15,73,22,26,18,65,89,6,7,77,84,11,66]
[65,13,7,72,53,75,94,88,14,79,27,76,66,15,85,95,80,52,51,22,88,48,72,29,62,21,23,72,75,52,82,55,74,56,24,94,53,80,74,28,37,85,96,25,53,22,28,76,53,44]
[20,55,83,10,44,37,80,7,89,4,39,72,91,90,38,12,56,45,93,90,77,64,13,13,29,78,45,36,96,31,84,25,8,48,14,32,24,13,51,98,44,39,48,96,79,65,40,86,70,69]
[3,91,60,9,92,20,99,93,25,48,63,63,33,29,78,23,56,96,74,78,56,26,15,12,64,2,11,34,72,65,84,62,53,30,52,92,50,20,12,32,51,23,33,51,83,99,45,8,52,39]
[3,90,20,4,18,22,34,87,21,73,80,94,81,80,85,29,51,20,68,78,77,95,90,80,67,96,63,46,35,49,76,53,13,49,13,24,69,66,62,98,5,70,78,50,19,58,24,66,34,94]
[11,51,53,1,88,99,25,47,39,49,47,81,80,84,38,30,14,64,23,41,8,33,2,19,73,15,91,83,38,36,90,93,34,96,60,42,34,42,19,35,2,50,31,83,75,40,57,59,56,25]
[67,20,49,41,76,2,95,76,62,39,76,93,43,24,28,33,78,10,64,10,35,50,56,56,60,92,76,70,43,39,60,84,82,76,11,25,92,46,6,10,30,38,71,34,54,89,29,63,17,58]
[96,90,91,96,28,84,94,65,32,1,37,66,5,68,91,87,50,95,74,39,91,47,10,66,94,62,26,36,46,70,10,32,6,62,65,90,15,63,22,8,52,76,73,98,18,24,9,40,18,46]
[11,78,94,92,55,38,82,77,90,77,71,79,25,88,32,60,47,65,61,31,2,26,95,36,79,93,15,2,30,42,91,60,64,88,16,42,88,60,61,60,11,54,36,93,80,51,33,12,18,9]
[93,49,69,66,99,64,52,5,39,99,2,88,79,84,29,32,11,66,96,23,84,15,97,11,4,64,23,32,44,52,79,30,15,7,94,20,47,59,99,83,22,36,85,49,9,78,6,58,49,51]
[71,67,67,88,9,55,55,22,42,94,45,49,47,97,5,55,42,28,71,5,64,34,3,32,78,69,71,63,20,87,15,19,45,98,2,49,86,61,82,20,69,95,14,68,87,84,26,83,63,95]
[90,51,79,83,47,6,96,34,64,13,48,90,72,12,17,71,82,91,67,92,39,56,11,93,85,40,26,36,48,74,37,39,68,52,51,23,17,86,43,60,29,70,42,83,83,82,9,93,56,82]
[30,82,45,24,94,34,26,74,58,72,77,78,92,7,78,25,80,9,82,14,87,1,91,53,27,80,58,4,15,6,50,8,75,48,97,62,29,16,47,22,54,8,43,66,98,1,30,78,8,84]
[53,72,3,5,51,28,29,13,69,67,54,59,58,12,59,79,31,12,74,26,4,12,13,93,29,47,53,56,30,61,51,20,41,72,16,90,68,40,42,57,68,15,74,98,64,47,29,61,25,41]
[70,57,75,19,19,52,64,51,3,4,57,36,10,37,93,36,54,18,51,24,84,46,12,16,83,58,54,91,19,95,16,4,97,74,66,60,41,82,33,98,24,90,8,1,29,83,22,6,78,80]
[71,19,58,55,56,91,56,60,39,55,95,32,9,52,69,48,48,98,4,86,21,12,2,41,28,70,34,67,49,72,21,74,37,30,57,1,98,45,69,91,87,15,84,49,79,53,87,88,83,61]
[8,53,10,32,60,74,66,21,17,42,17,82,33,27,59,84,58,58,32,23,17,14,5,65,74,16,36,19,4,40,75,96,27,34,27,72,73,57,22,97,40,21,64,49,50,69,71,84,23,16]
[98,28,47,28,36,9,54,99,64,14,74,69,81,8,64,95,41,54,72,19,64,76,15,87,75,81,32,91,46,53,42,37,8,49,37,89,25,99,17,55,32,32,11,16,18,39,28,73,97,99]
[35,67,23,24,51,54,76,86,35,71,6,82,70,95,98,92,77,23,46,21,78,50,87,38,91,91,98,78,25,7,52,23,23,22,27,22,85,27,74,64,72,79,86,36,31,49,37,10,56,76]
[30,44,28,81,32,8,37,66,58,44,20,93,40,97,10,51,44,52,53,8,89,19,66,56,15,35,65,1,49,99,96,43,5,52,48,31,87,29,55,82,13,51,54,66,3,93,1,79,77,10]
[29,54,45,32,43,21,69,21,98,38,21,4,68,52,16,17,41,36,81,24,72,49,87,34,65,40,90,33,26,54,34,84,74,47,93,18,88,30,99,71,36,1,88,93,47,20,12,36,87,90]
[10,41,28,63,89,97,40,17,66,34,41,80,68,66,2,90,12,95,81,70,54,66,53,89,56,53,78,60,60,21,32,96,33,1,66,5,19,32,59,56,12,63,99,59,33,20,23,60,63,89]
[27,61,25,68,91,30,72,88,54,82,75,75,27,33,71,80,5,93,84,82,4,68,88,72,72,53,12,3,15,41,43,72,27,90,71,91,70,78,98,60,98,52,55,3,42,32,22,40,10,73]
[36,43,71,19,3,48,10,42,81,27,60,49,73,99,47,4,96,77,21,45,64,59,42,86,61,95,18,33,57,41,63,19,62,93,61,31,8,83,3,90,14,98,1,93,35,11,94,23,14,85]
[34,53,47,70,50,98,23,81,46,79,36,37,29,85,9,14,45,34,67,55,38,14,62,54,83,96,80,92,99,14,77,39,46,72,94,67,31,20,74,23,17,13,40,22,97,98,46,19,4,10]
[52,83,33,26,25,29,76,75,23,56,61,38,82,2,12,62,47,87,15,58,48,48,96,64,63,4,73,25,52,25,33,3,31,34,71,26,24,7,49,58,91,54,16,36,18,34,27,53,60,84]
[68,96,22,74,10,15,29,46,46,76,37,48,64,88,46,43,55,15,74,80,35,76,9,55,39,35,85,11,66,50,59,60,97,50,71,81,74,10,11,20,58,22,32,41,37,30,29,38,21,46]
[71,54,54,66,94,10,28,80,54,99,52,5,59,1,19,87,6,17,36,72,3,79,28,3,79,8,29,76,86,8,33,8,91,22,54,9,36,61,16,49,24,95,26,7,88,12,90,99,2,7]
[96,44,32,61,97,55,51,12,85,32,18,64,16,31,94,45,24,69,89,32,96,21,38,41,2,76,4,27,5,89,52,10,81,41,28,10,65,98,33,28,15,95,64,86,34,68,87,35,5,21]
[62,76,46,80,31,79,12,21,8,13,1,36,66,13,5,65,70,45,51,85,5,46,31,45,82,18,20,79,54,60,26,88,47,74,75,31,14,87,32,12,84,7,93,45,17,56,49,57,78,73]
[44,87,96,97,18,90,43,70,4,13,19,8,80,9,76,60,24,56,95,47,14,73,44,97,39,88,35,14,48,2,28,43,16,20,52,36,11,31,16,10,3,31,32,69,69,64,4,9,9,12]
[87,82,85,93,24,70,42,18,35,61,86,68,21,4,3,94,72,98,66,93,99,75,27,9,38,4,52,77,31,71,49,63,24,55,70,9,31,43,62,39,81,69,51,33,70,98,32,63,26,82]
[32,16,30,66,80,46,9,85,24,51,19,67,50,90,31,29,10,79,35,15,46,70,47,48,62,18,44,86,83,88,66,83,82,12,66,94,76,9,92,46,87,52,26,22,67,81,97,40,56,39]
[53,73,22,14,95,56,4,16,79,8,22,27,10,73,76,97,34,19,50,5,93,24,22,70,12,1,91,51,58,22,59,84,75,3,84,66,30,85,45,88,24,35,23,31,59,80,10,83,57,39]
[86,44,92,39,16,41,53,75,26,65,76,60,73,8,64,49,6,62,48,15,86,84,21,93,47,69,9,82,86,58,51,51,97,68,97,42,51,85,68,13,91,99,50,84,71,38,92,85,57,19]
[40,29,20,57,38,99,71,3,11,60,71,36,29,1,62,55,56,60,17,24,57,67,68,71,91,93,96,39,53,64,72,73,29,36,87,9,25,20,43,77,90,25,91,42,24,49,45,46,94,32]
[27,16,51,86,10,25,2,33,37,35,54,83,56,96,81,83,20,90,90,16,83,68,15,14,29,42,84,51,39,26,60,60,75,58,49,89,86,63,24,77,30,41,9,34,76,24,56,53,14,34]
[67,4,15,8,66,98,17,67,30,17,41,70,47,82,60,15,24,11,11,9,11,99,7,18,53,48,95,13,42,64,28,64,9,84,17,43,90,75,81,2,79,37,23,28,82,80,31,96,5,5]
[70,80,78,92,83,92,86,73,50,12,95,49,16,94,36,21,15,99,3,30,27,86,75,45,39,69,47,79,69,95,54,50,62,66,25,27,60,43,2,81,46,88,36,64,49,58,87,3,33,63]
[17,23,52,92,80,93,80,59,2,76,89,45,51,9,96,53,22,35,83,15,99,47,85,71,31,23,23,79,65,92,27,88,18,88,69,42,60,41,15,42,99,69,27,12,32,11,68,94,52,50]
[51,64,97,25,23,21,92,85,6,42,13,2,93,55,54,81,41,6,51,54,22,12,39,34,4,51,60,38,19,7,52,44,56,59,52,36,76,8,77,46,22,45,73,38,70,67,61,27,60,63]
[99,47,30,14,67,51,72,45,72,32,18,1,61,40,49,61,44,45,83,21,88,73,29,92,97,76,54,83,49,46,52,81,26,14,47,53,38,97,95,46,20,54,59,87,19,80,63,62,35,59]
[32,27,69,79,78,35,17,94,9,35,40,4,30,94,73,16,79,52,14,15,42,46,45,43,96,38,2,62,96,39,4,39,63,46,27,79,46,30,76,60,55,51,80,28,39,99,82,20,12,2]
[87,66,45,52,97,5,17,86,96,52,50,5,91,89,85,55,90,22,83,6,25,64,83,64,68,19,1,65,53,71,58,27,39,43,48,91,43,96,9,93,42,33,35,80,40,78,94,29,26,86]
[21,6,19,86,49,24,32,63,48,43,83,40,35,54,22,12,12,49,62,50,3,57,43,75,53,2,41,19,60,5,59,82,31,15,38,37,3,85,41,57,12,57,59,15,88,65,33,6,84,43]
[27,89,83,30,90,50,95,68,85,51,30,24,44,28,65,35,93,83,3,89,62,13,59,29,14,19,1,43,69,89,8,81,19,12,20,83,44,54,73,87,92,92,65,93,34,68,52,58,22,81]
[33,20,58,29,92,56,32,21,36,91,52,78,31,55,25,62,79,43,2,62,59,7,92,18,77,29,43,78,46,94,52,56,34,11,44,74,72,94,95,19,46,33,78,15,45,12,23,52,84,85]
[20,41,68,72,63,15,27,14,89,15,9,28,45,48,14,51,86,52,1,23,70,44,34,65,43,65,61,94,4,19,57,73,33,99,6,57,66,26,35,25,5,75,44,50,51,80,76,2,95,73]
];

setup = [

// INSTANCIA 50X50-8
// TIEMPOS DE SETUP MAQ 0 CP 50x50-08
[[0,22,28,30,16,22,24,25,19,16,23,23,26,24,24,22,22,29,14,19,21,23,15,21,17,23,21,15,18,20,26,19,19,29,24,27,18,25,24,14,24,27,23,27,28,16,19,19,27,18],
[22,0,22,21,20,26,27,13,24,18,22,20,21,19,29,21,25,16,23,20,21,25,21,19,24,23,15,16,20,15,20,18,21,21,21,20,22,24,20,22,16,23,22,23,18,17,18,23,28,20],
[28,22,0,22,19,22,15,19,17,23,20,20,24,28,28,21,20,18,21,20,15,23,20,24,23,24,16,13,13,21,15,18,21,21,23,16,24,14,21,20,19,19,14,22,25,19,23,23,17,16],
[30,21,22,0,18,15,21,20,21,17,24,21,21,14,19,16,21,21,18,23,24,27,21,19,20,19,20,24,20,15,27,22,20,23,19,21,21,30,20,29,18,21,17,19,27,15,18,21,20,18],
[16,20,19,18,0,27,14,30,22,23,15,25,22,25,26,20,19,22,23,19,16,16,25,16,22,18,30,18,20,22,19,23,23,20,21,20,19,19,21,24,18,21,21,16,22,14,24,12,19,26],
[22,26,22,15,27,0,14,29,17,19,22,24,22,21,21,24,20,20,19,20,26,25,23,22,21,22,22,28,18,23,19,25,19,19,22,12,17,17,22,23,16,24,21,22,27,24,23,19,19,27],
[24,27,15,21,14,14,0,27,21,21,21,16,16,23,24,18,20,28,17,26,23,22,14,15,21,19,21,24,25,22,20,24,23,20,17,18,24,22,26,21,11,21,27,22,24,18,14,22,20,21],
[25,13,19,20,30,29,27,0,28,21,20,22,21,21,25,19,16,13,19,15,23,21,22,20,24,26,25,25,21,23,25,12,23,24,16,25,22,29,24,20,19,27,20,18,30,20,21,18,26,18],
[19,24,17,21,22,17,21,28,0,26,19,21,12,20,19,21,17,20,19,23,22,20,22,20,23,14,14,23,19,22,23,24,15,23,20,22,21,22,19,25,19,20,19,20,23,21,21,22,20,19],
[16,18,23,17,23,19,21,21,26,0,12,21,20,18,20,23,24,25,23,17,27,28,23,17,21,25,28,20,22,21,20,16,24,16,22,25,21,21,21,21,27,20,19,28,20,29,20,20,21,21],
[23,22,20,24,15,22,21,20,19,12,0,20,19,19,23,25,18,13,22,21,15,21,24,23,29,18,20,25,18,20,22,19,21,20,19,18,22,17,19,21,24,23,25,17,25,18,26,26,27,18],
[23,20,20,21,25,24,16,22,21,21,20,0,21,21,20,21,20,20,26,24,22,29,15,24,17,16,20,24,24,17,25,18,22,27,25,22,16,24,20,23,21,26,28,17,13,12,22,26,20,21],
[26,21,24,21,22,22,16,21,12,20,19,21,0,11,16,18,21,18,20,20,23,24,19,24,19,21,17,21,25,20,29,17,21,16,25,24,24,19,22,23,17,22,28,27,24,26,23,19,19,12],
[24,19,28,14,25,21,23,21,20,18,19,21,11,0,19,19,19,26,22,19,26,30,20,20,19,15,19,20,26,22,19,21,16,20,29,22,21,18,26,21,22,20,19,18,20,21,21,22,21,21],
[24,29,28,19,26,21,24,25,19,20,23,20,16,19,0,12,28,22,20,20,21,19,16,24,25,18,20,22,24,17,19,21,18,21,23,21,21,19,22,21,26,21,22,17,21,22,22,25,19,17],
[22,21,21,16,20,24,18,19,21,23,25,21,18,19,12,0,18,19,19,22,23,25,21,23,19,15,24,29,24,20,14,26,26,13,20,21,22,16,26,24,20,21,18,19,18,26,18,23,18,21],
[22,25,20,21,19,20,20,16,17,24,18,20,21,19,28,18,0,25,25,27,19,25,26,24,23,21,22,19,18,18,23,26,11,22,20,22,22,21,17,21,26,23,19,23,17,17,19,22,16,19],
[29,16,18,21,22,20,28,13,20,25,13,20,18,26,22,19,25,0,19,22,18,19,21,24,19,20,26,22,19,19,13,24,19,27,26,20,17,21,18,21,21,18,20,14,21,14,21,15,25,17],
[14,23,21,18,23,19,17,19,19,23,22,26,20,22,20,19,25,19,0,19,24,30,21,14,22,25,24,24,17,22,26,14,25,21,19,22,21,19,13,19,26,17,20,22,18,20,21,28,20,16],
[19,20,20,23,19,20,26,15,23,17,21,24,20,19,20,22,27,22,19,0,18,18,18,24,26,17,16,24,23,20,23,23,20,15,24,25,25,19,26,27,19,23,21,22,17,25,17,22,23,21],
[21,21,15,24,16,26,23,23,22,27,15,22,23,26,21,23,19,18,24,18,0,23,19,21,22,18,18,18,22,11,14,27,16,22,22,23,19,17,23,23,20,16,21,23,22,23,27,25,15,30],
[23,25,23,27,16,25,22,21,20,28,21,29,24,30,19,25,25,19,30,18,23,0,20,22,29,22,26,13,22,22,22,20,16,19,27,19,19,25,24,22,20,22,22,13,19,22,22,16,22,19],
[15,21,20,21,25,23,14,22,22,23,24,15,19,20,16,21,26,21,21,18,19,20,0,19,21,20,25,21,22,21,23,22,18,24,25,15,21,25,14,25,21,23,24,20,17,18,27,20,21,26],
[21,19,24,19,16,22,15,20,20,17,23,24,24,20,24,23,24,24,14,24,21,22,19,0,22,17,22,19,16,22,22,26,20,20,22,21,20,16,26,16,23,19,23,22,26,28,8,20,15,23],
[17,24,23,20,22,21,21,24,23,21,29,17,19,19,25,19,23,19,22,26,22,29,21,22,0,19,19,22,21,19,22,23,24,18,23,11,16,18,23,19,16,16,12,17,27,23,27,20,21,19],
[23,23,24,19,18,22,19,26,14,25,18,16,21,15,18,15,21,20,25,17,18,22,20,17,19,0,26,23,22,19,24,30,24,19,20,21,21,24,18,16,14,22,16,20,20,21,19,19,20,18],
[21,15,16,20,30,22,21,25,14,28,20,20,17,19,20,24,22,26,24,16,18,26,25,22,19,26,0,18,16,24,24,18,23,21,23,27,22,18,26,21,24,26,23,24,12,17,14,19,21,24],
[15,16,13,24,18,28,24,25,23,20,25,24,21,20,22,29,19,22,24,24,18,13,21,19,22,23,18,0,22,13,16,16,19,24,20,22,22,21,22,13,24,18,25,21,21,14,26,14,21,21],
[18,20,13,20,20,18,25,21,19,22,18,24,25,26,24,24,18,19,17,23,22,22,22,16,21,22,16,22,0,18,19,21,24,14,18,11,20,24,19,28,23,15,17,24,16,19,22,19,26,18],
[20,15,21,15,22,23,22,23,22,21,20,17,20,22,17,20,18,19,22,20,11,22,21,22,19,19,24,13,18,0,18,22,15,20,24,18,18,22,22,22,26,23,18,21,27,27,17,22,25,20],
[26,20,15,27,19,19,20,25,23,20,22,25,29,19,19,14,23,13,26,23,14,22,23,22,22,24,24,16,19,18,0,13,27,21,22,25,16,22,25,19,22,13,23,20,28,20,27,19,21,17],
[19,18,18,22,23,25,24,12,24,16,19,18,17,21,21,26,26,24,14,23,27,20,22,26,23,30,18,16,21,22,13,0,19,20,21,22,20,22,22,21,20,21,24,23,23,22,25,16,27,24],
[19,21,21,20,23,19,23,23,15,24,21,22,21,16,18,26,11,19,25,20,16,16,18,20,24,24,23,19,24,15,27,19,0,18,22,24,29,22,22,19,20,22,25,13,24,20,23,23,22,25],
[29,21,21,23,20,19,20,24,23,16,20,27,16,20,21,13,22,27,21,15,22,19,24,20,18,19,21,24,14,20,21,20,18,0,20,16,20,29,21,17,19,27,19,19,19,21,20,20,16,25],
[24,21,23,19,21,22,17,16,20,22,19,25,25,29,23,20,20,26,19,24,22,27,25,22,23,20,23,20,18,24,22,21,22,20,0,19,18,28,21,14,22,27,21,23,16,30,20,20,23,16],
[27,20,16,21,20,12,18,25,22,25,18,22,24,22,21,21,22,20,22,25,23,19,15,21,11,21,27,22,11,18,25,22,24,16,19,0,26,18,22,26,15,23,18,19,27,23,22,28,22,21],
[18,22,24,21,19,17,24,22,21,21,22,16,24,21,21,22,22,17,21,25,19,19,21,20,16,21,22,22,20,18,16,20,29,20,18,26,0,24,29,21,26,24,17,19,21,26,17,24,17,19],
[25,24,14,30,19,17,22,29,22,21,17,24,19,18,19,16,21,21,19,19,17,25,25,16,18,24,18,21,24,22,22,22,22,29,28,18,24,0,20,18,25,18,22,20,29,22,24,20,19,22],
[24,20,21,20,21,22,26,24,19,21,19,20,22,26,22,26,17,18,13,26,23,24,14,26,23,18,26,22,19,22,25,22,22,21,21,22,29,20,0,15,29,18,23,15,24,26,22,24,20,12],
[14,22,20,29,24,23,21,20,25,21,21,23,23,21,21,24,21,21,19,27,23,22,25,16,19,16,21,13,28,22,19,21,19,17,14,26,21,18,15,0,22,19,23,19,17,20,17,14,20,22],
[24,16,19,18,18,16,11,19,19,27,24,21,17,22,26,20,26,21,26,19,20,20,21,23,16,14,24,24,23,26,22,20,20,19,22,15,26,25,29,22,0,17,22,23,18,27,24,17,20,17],
[27,23,19,21,21,24,21,27,20,20,23,26,22,20,21,21,23,18,17,23,16,22,23,19,16,22,26,18,15,23,13,21,22,27,27,23,24,18,18,19,17,0,26,21,26,16,22,25,20,21],
[23,22,14,17,21,21,27,20,19,19,25,28,28,19,22,18,19,20,20,21,21,22,24,23,12,16,23,25,17,18,23,24,25,19,21,18,17,22,23,23,22,26,0,23,19,24,23,21,21,27],
[27,23,22,19,16,22,22,18,20,28,17,17,27,18,17,19,23,14,22,22,23,13,20,22,17,20,24,21,24,21,20,23,13,19,23,19,19,20,15,19,23,21,23,0,25,17,28,23,22,24],
[28,18,25,27,22,27,24,30,23,20,25,13,24,20,21,18,17,21,18,17,22,19,17,26,27,20,12,21,16,27,28,23,24,19,16,27,21,29,24,17,18,26,19,25,0,20,19,13,20,18],
[16,17,19,15,14,24,18,20,21,29,18,12,26,21,22,26,17,14,20,25,23,22,18,28,23,21,17,14,19,27,20,22,20,21,30,23,26,22,26,20,27,16,24,17,20,0,30,20,24,20],
[19,18,23,18,24,23,14,21,21,20,26,22,23,21,22,18,19,21,21,17,27,22,27,8,27,19,14,26,22,17,27,25,23,20,20,22,17,24,22,17,24,22,23,28,19,30,0,19,23,20],
[19,23,23,21,12,19,22,18,22,20,26,26,19,22,25,23,22,15,28,22,25,16,20,20,20,19,19,14,19,22,19,16,23,20,20,28,24,20,24,14,17,25,21,23,13,20,19,0,19,20],
[27,28,17,20,19,19,20,26,20,21,27,20,19,21,19,18,16,25,20,23,15,22,21,15,21,20,21,21,26,25,21,27,22,16,23,22,17,19,20,20,20,20,21,22,20,24,23,19,0,23],
[18,20,16,18,26,27,21,18,19,21,18,21,12,21,17,21,19,17,16,21,30,19,26,23,19,18,24,21,18,20,17,24,25,25,16,21,19,22,12,22,17,21,27,24,18,20,20,20,23,0]
],

// TIEMPOS DE SETUP MAQ 1 CP 50x50-08
